Name, Default Value, Allowed Values, Modifiable, Source, Apply Type, Data Type, Description
"stored_program_cache",,"256-524288",true,"engine-default","dynamic","integer","Sets a soft upper limit for the number of cached stored routines per connection."
"sync_binlog","1","0-18446744073709547520",true,"system","dynamic","integer","Sync binlog (MySQL flush to disk or rely on OS)"
"sync_master_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, a replication slave synchronizes its master.info file to disk (using fdatasync()) after every sync_master_info events."
"sync_relay_log",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, the MySQL server synchronizes its relay log to disk (using fdatasync()) after every sync_relay_log writes to the relay log."
"sync_relay_log_info",,"0-18446744073709547520",true,"engine-default","dynamic","integer","If the value of this variable is greater than 0, a replication slave synchronizes its relay-log.info file to disk (using fdatasync()) after every sync_relay_log_info transactions."
"sysdate-is-now",,"0,1",true,"engine-default","static","boolean","Causes SYSYDATE() to be an alias for NOW(). Replication related"
"table_cache_element_entry_ttl",,"5",false,"engine-default","static","integer","table_cache_element_entry_ttl"
"table_definition_cache",,"-1,400-524288",true,"engine-default","dynamic","integer","The number of table definitions that can be stored in the definition cache"
"table_open_cache",,"1-524288",true,"engine-default","dynamic","integer","The number of open tables for all threads. Increasing this value increases the number of file descriptors."
"temp-pool",,"0,1",true,"engine-default","static","boolean","This option causes most temporary files created by the server to use a small set of names, rather than a unique name for each new file. This works around a problem in the Linux kernel dealing with creating many new files with different names."
"thread_cache_size","{DBInstanceClassMemory/1005785088}","0-16384",true,"system","dynamic","integer","Number of threads to be cached. Doesn't improve perf for good thread implementations."
"thread_handling","multiple-connections-per-thread","multiple-connections-per-thread,no-threads,one-thread-per-connection,dynamically-loaded",false,"system","static","string","The thread-handling model used by the server for connection threads."
"thread_stack","262144","131072-18446744073709547520",true,"engine-default","static","integer","If the thread stack size is too small, it limits the complexity of the SQL statements that the server can handle, the recursion depth of stored procedures, and other memory-consuming actions."
"timed_mutexes",,"0,1",true,"engine-default","dynamic","boolean","Controls whether innodb mutexes are timed out. "
"tmp_table_size",,"1024-18446744073709551615",true,"engine-default","dynamic","integer","If an in-memory temporary table exceeds the limit, MySQL automatically converts it to an on-disk MyISAM table. Increased value can improve perf for many advanced GROUP BY queries."
"tmpdir","/rdsdbdata/tmp/",,false,"system","static","string","The directory used for temporary files and temporary tables"
"transaction_alloc_block_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","The amount in bytes by which to increase a per-transaction memory pool which needs memory."
"transaction_prealloc_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","There is a per-transaction memory pool from which various transaction-related allocations take memory. For every allocation that cannot be satisfied from the pool because it has insufficient memory available, the pool is incremented."
"tx_isolation",,"READ-UNCOMMITTED,READ-COMMITTED,REPEATABLE-READ,SERIALIZABLE",true,"engine-default","dynamic","string","Sets the default transaction isolation level."
"updatable_views_with_limit",,"0,1",true,"engine-default","dynamic","boolean","This variable controls whether updates to a view can be made when the view does not contain all columns of the primary key defined in the underlying table, if the update statement contains a LIMIT clause (Often generated by GUI tools)."
"validate-password",,"ON,OFF,FORCE,FORCE_PLUS_PERMANENT",false,"engine-default","static","string","This option controls how the server loads the validate_password plugin at startup."
"validate_password_dictionary_file",,,false,"engine-default","static","string","The path name of the dictionary file used by the validate_password plugin for checking passwords."
"validate_password_length",,"0-2147483647",false,"engine-default","dynamic","integer","The path name of the dictionary file used by the validate_password plugin for checking passwords."
"validate_password_mixed_case_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of lowercase and uppercase characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger."
"validate_password_number_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of numeric (digit) characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger."
"validate_password_policy",,"LOW,MEDIUM,STRONG",false,"engine-default","dynamic","string","The password policy enforced by the validate_password plugin."
"validate_password_special_char_count",,"0-2147483647",false,"engine-default","dynamic","integer","The minimum number of nonalphanumeric characters that passwords checked by the validate_password plugin must have if the password policy is MEDIUM or stronger."
"wait_timeout",,"1-31536000",true,"engine-default","dynamic","integer","The number of seconds the server waits for activity on a non-interactive TCP/IP or UNIX File connection before closing it."
